"y","cov1","cov2","cov3","cov4","cov5","cov6","cov7","cov8","cov9","cov10","cov11","cov12","cov13","cov14","cov15","cov16","cov17","cov18","cov19","cov20","cov21","cov22","cov23","cov24","cov25","cov26","cov27","cov28","cov29","cov30"
4,-0.626453810742332,0.0773031227369236,1.13496508865819,0.850043471893941,-0.88614958536232,-1.8054835556734,0.739114919951308,0.520599678232113,-1.1346301818428,1.55795372586542,-1.5163733082107,-1.13786984735911,-0.618827082103042,0.88718877118702,-1.32541772108994,-0.794803420982705,0.263703400741799,0.990101042066362,-1.21712008119245,1.298037814001,-0.804331599841126,0.705110658849183,-1.41152188305958,-0.396814311817155,-0.939106626542494,-0.83795390656429,0.226453716423329,0.703193047260675,0.523266689961361,-0.567602334566023
13,0.183643324222082,-0.296868642156621,1.11193184503695,-0.925312995099251,-1.9222548962705,-0.678040681614833,0.386608728066216,0.377561918114446,0.764557098985494,-0.7292970086591,0.629141191579469,-0.951810483836722,-1.10942195506102,-0.377628040321067,0.951979720153307,0.606084598193247,-0.829451847251965,-0.0664354225675706,-0.946229271335766,-1.42767598841154,-1.05652565415067,-0.626868755088675,1.08386965685476,-1.01003893874946,1.39366492779638,-0.607542348474575,-0.818594241391846,0.509737170346478,0.993553734935674,0.483735007965546
6,-0.835628612410047,-1.18324224043267,-0.870777633605343,0.893581214441206,1.61970074406333,-0.473358051207888,1.29639717227091,-0.623658808865915,0.57071013812077,-1.50395087846394,-1.67819403634361,1.61925948585556,-2.17033522782815,0.114080816880508,0.860004385395497,-1.06246743632437,-1.46163477432866,0.257973788385441,0.0914097990024107,0.242787180633867,-1.0353957840774,-0.323029666037114,1.17022235094932,-0.0622023068257885,1.62581486246563,0.35306674883383,-0.847152611022594,-2.14171325334566,0.27373703800274,-2.2638668298966
13,1.59528080213779,0.0112926884238996,0.210731585072843,-0.941009737811872,0.519269904664384,1.0274170786444,-0.803558357507768,-0.572610525202765,-1.35169392873999,-0.566786996187811,1.17978114865575,0.167813585930611,-0.031303067810319,-1.72423935215595,1.06079030632322,1.01920050954008,1.68399017929831,-0.621453484777161,0.701351269076379,-0.210700619159204,-1.18556035360959,0.359649135154928,0.294754539964592,0.286300233926954,0.409001064984094,0.940530404256546,-1.98433255043212,-0.13213914168807,-0.694919270269,-1.37738229528973
9,0.329507771815361,0.991601036059367,0.0693956473744585,0.538952094101553,-0.055849931834021,-0.597387568754006,-1.60262566858643,0.312501153196823,-2.02988546892015,-2.10445362229789,1.11765453788961,-0.908177802153751,-0.260398475046864,0.743688551415749,-0.350583962856793,0.177610189255157,-1.54432428766027,-0.776452633431541,0.673422361719618,0.080138603803122,-0.500439511741913,-0.935663366930745,-0.554427662566017,0.0570445150458085,-0.092558557951794,0.755949683212203,-0.81277877157105,-0.117058333085581,-0.718050166168001,0.813565608542345
11,-0.820468384118015,1.59396745390374,-1.66264885284192,-0.181974398105336,0.696417610118512,1.15984937728077,0.933250970552304,-0.707427833089473,0.59047865366269,0.53073192791253,-1.23773594145696,1.34179587693255,0.534430472141605,-0.885731739605205,-0.130765555518792,-1.03097473835192,-0.190887125460486,0.315342751834405,1.26555336004227,1.54608492158309,-0.524988707075351,-1.00270296585366,-0.403440689282574,0.356397728922875,0.206098709130853,-1.34041073510184,1.46167073117026,1.47883615689266,-0.101989507252021,-0.878216905358851
13,0.487429052428485,-1.37271127092917,0.81083998017723,0.891767594965122,0.0535156788292137,-1.33322688049967,1.80608925390866,0.52120348534775,-1.41306996358893,1.61768413503803,-1.2301645408311,0.022043449536062,-0.559439365973233,0.326610637433545,0.763585907774061,1.13265221413661,1.01621169819324,-0.963693673702099,-1.44502205198781,-0.21585880999626,-0.302432956535184,-0.0946130920738453,-1.26812321935078,-0.352795269458878,-0.0916028925650905,-1.37357215486581,0.613292207107378,-0.886599327971648,0.212254161068051,0.903326065852732
17,0.738324705129217,-0.249610933042319,-1.91234579604708,1.32920820523491,-1.31028349719307,-0.925755661705498,-0.0565036325646403,0.448187980908179,1.61034155096049,1.18453185727185,0.597790917869022,-0.207005454915724,1.60837018511734,-1.70847769729961,-0.493905734041476,0.0403449519839043,0.547126202044048,-1.15635521449289,1.41541830456223,-0.770960445727512,0.471968132369904,1.96767194264453,-0.00913843754011657,-0.201840754204331,-0.460001359359083,-0.435151748379749,0.299415381274695,-0.0464673189686162,1.63168715141395,-0.331884799508985
7,0.575781351653492,1.15942452685555,-1.24675342879504,-0.103466125206476,-2.12306605809801,-1.07449512530901,1.88591131889724,-0.50532260598478,1.84044254689097,1.87633336681814,0.298864408541726,-1.11975651427101,0.556639750082132,-1.65769049208038,1.11335984755571,0.596898851429976,0.755154007700156,-1.08556057653567,-1.58503378339475,-0.979760866698032,-0.248383948785693,-1.07435039018375,0.341759322512972,-1.26830360438459,0.567494277313853,2.71508586179829,-0.480336385395356,-0.997243853945706,0.254748224529282,1.80235886491617
11,-0.305388387156356,-1.1142223478436,0.998154445057314,0.615064610722324,-0.208078589007654,-1.45111649529909,1.57838342842404,-0.206612153485113,1.36829790968081,-0.455775876078619,-0.110139371950242,-1.02789853931707,0.185622477417712,-0.575315568744496,1.45896272165295,-1.32960461096118,-0.419804196586658,-2.64561960573244,0.245757186387295,0.268276775439651,1.25931802946436,0.149509026410048,0.394039668241633,-1.42500666437396,-1.46018697071985,0.011034696102652,2.45683627606723,-1.08451284931826,-2.07303072814158,-0.372032367475081
